spatial_unit_id,sw_hw,FoliageFallRate,StemAnnualTurnoverRate,BranchTurnoverRate,CoarseRootTurnProp,FineRootTurnProp,OtherToBranchSnagSplit,CoarseRootAGSplit,FineRootAGSplit,StemSnag,BranchSnag
24,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
25,hw,0.949999988079071,0.004999999888241291,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
26,hw,0.949999988079071,0.006000000052154064,0.029999999329447746,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
27,hw,0.949999988079071,0.004999999888241291,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
28,hw,0.949999988079071,0.004999999888241291,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
29,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
30,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
31,hw,0.949999988079071,0.006000000052154064,0.029999999329447746,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
32,hw,0.949999988079071,0.006000000052154064,0.029999999329447746,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
33,hw,0.949999988079071,0.004999999888241291,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
34,hw,0.949999988079071,0.004999999888241291,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
35,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
36,hw,0.949999988079071,0.0044999998062849045,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
37,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
38,hw,0.949999988079071,0.006000000052154064,0.029999999329447746,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
39,hw,0.949999988079071,0.004999999888241291,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
40,hw,0.949999988079071,0.0044999998062849045,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
41,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
42,hw,0.949999988079071,0.0044999998062849045,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
44,hw,0.949999988079071,0.006000000052154064,0.029999999329447746,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
45,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
46,hw,0.949999988079071,0.0044999998062849045,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
47,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
50,hw,0.949999988079071,0.006000000052154064,0.029999999329447746,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
51,hw,0.949999988079071,0.006000000052154064,0.029999999329447746,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
52,hw,0.949999988079071,0.004999999888241291,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
53,hw,0.949999988079071,0.006000000052154064,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
54,hw,0.949999988079071,0.0044999998062849045,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
58,hw,0.949999988079071,0.006000000052154064,0.029999999329447746,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
59,hw,0.949999988079071,0.004999999888241291,0.03999999910593033,0.02,0.641,0.25,0.5,0.5,0.03200000151991844,0.10000000149011612
